original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
0.6050308866416431,0.3786455382934775,79.75028356030363,210.6198951128045,197.7676513215932,231.5469650724433,174.48585186197764,236.1864119535669,1152452.1149753141,127.43154188446998,0.46308721727976393,114789.78896241223,0.09960482302978034,1157368.857472758,0.0,158.29999999999927,168805687.0,2.6464701221837763,79.0,11.891025779757001,863.0,54.75639019386059,57.71569899448589,29.0,0.0,863.0,33.254123195585976,95.52810205932926,2.4056103459699836,10561706405.99492,0.26100334610255127,5794.516372635529,11.969195053962709,5365.360772050693,235.38493159639617,23.9019502383084,11.821861655812693,0.33745946358864515,2.0318505934102875,2.7235182773852653,7.41010337797838,0.5652961085881374,0.5133454067027846,0.9911316734822914,0.9496893624977693,-0.07127870083200404,0.45564980219412665,0.28836969745031377,2.9915083871696018,0.09691649748550257,5.15414877791491,0.39307966453286486,0.2744164238168979,5.983016774339206,3.555887725897302,8.930952973530271,6.2994943050660535,1041.979997837604,0.056329332783955244,42.63519121580483,4828.039896204995,8.842816786182354,17.51119039896205,120.69639961076874,280.5577900313547,108.90852484571992,0.5220398893233658,0.12683390002011588,7.466609607620685,0.014055960064315734,2309.1866112857456,0.17601679473254436,10.605485157371854,23.543766552577196,3.674533862594761,31.52909681293336,2.739863706717695,0.3911793163433639,4.07431590588317,7925.118776651023,0.6053861087973229,0.6986451757778388,1.4975401615954955,0.804640812543484,22.335915312091007,0.24993350822345672,214.2557205941389,0.08601193118993934,18.1934608105841,62.75752709755118,30355.709353673225,38829.41308711361,28596.632114183456,0.07507503016717337,917.5812926535527,0.36835860805040255,0.6298575752858682,46.584614327123,0.041588042335571035,5.944921661692393,0.13466320683317115,30300.56486740463,51.180333388258866,0.00017326726538639874,1051.9149467963468,0.031537658165793486,0.5404002199460719
